<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.12	1.24498	1.25141	1.24421	1.24526	64008	0	0
2021.07.13	1.24501	1.25394	1.24422	1.25087	64878	0	0
2021.07.14	1.25090	1.25262	1.24158	1.25023	75901	0	0
2021.07.15	1.25025	1.26135	1.25012	1.25924	78905	0	0
2021.07.16	1.25921	1.26201	1.25609	1.26179	65645	0	0
2021.07.19	1.26044	1.28070	1.25973	1.27460	102517	0	0
2021.07.20	1.27459	1.27867	1.26742	1.26797	90181	0	0
2021.07.21	1.26791	1.27299	1.25254	1.25526	76832	0	0
2021.07.22	1.25501	1.25941	1.25291	1.25579	68974	0	0
2021.07.23	1.25612	1.26070	1.25521	1.25662	52929	0	0
2021.07.26	1.25567	1.25906	1.25278	1.25500	61645	0	0
2021.07.27	1.25469	1.26043	1.25377	1.26015	74601	0	0
2021.07.28	1.26018	1.26040	1.25154	1.25259	85154	0	0
2021.07.29	1.25258	1.25303	1.24320	1.24421	57730	0	0
2021.07.30	1.24376	1.24911	1.24219	1.24641	66156	0	0
2021.08.02	1.24758	1.25146	1.24527	1.25053	59299	0	0
2021.08.03	1.25038	1.25755	1.24893	1.25345	67608	0	0
2021.08.04	1.25340	1.25626	1.25164	1.25400	56394	0	0
2021.08.05	1.25403	1.25472	1.24744	1.25002	60118	0	0
2021.08.06	1.24937	1.25808	1.24877	1.25559	53753	0	0
2021.08.09	1.25458	1.25876	1.25315	1.25756	62382	0	0
2021.08.10	1.25761	1.25891	1.25173	1.25200	49485	0	0
2021.08.11	1.25204	1.25481	1.24891	1.25035	49792	0	0
2021.08.12	1.25035	1.25330	1.24996	1.25226	47084	0	0
2021.08.13	1.25220	1.25317	1.25014	1.25143	37962	0	0
2021.08.16	1.25153	1.25839	1.25114	1.25700	47522	0	0
2021.08.17	1.25703	1.26488	1.25652	1.26248	64986	0	0
2021.08.18	1.26242	1.26630	1.25974	1.26554	65391	0	0
2021.08.19	1.26549	1.28304	1.26369	1.28280	93311	0	0
2021.08.20	1.28272	1.29487	1.28140	1.28234	75880	0	0
2021.08.23	1.28170	1.28320	1.26423	1.26549	54917	0	0
2021.08.24	1.26556	1.26579	1.25782	1.25886	53114	0	0
2021.08.25	1.25890	1.26436	1.25821	1.25897	55140	0	0
2021.08.26	1.25898	1.26953	1.25852	1.26867	46695	0	0
2021.08.27	1.26867	1.27076	1.26052	1.26144	60660	0	0
2021.08.30	1.26176	1.26343	1.25732	1.26060	47803	0	0
2021.08.31	1.26054	1.26538	1.25691	1.26151	69579	0	0
2021.09.01	1.26147	1.26372	1.25802	1.26201	62541	0	0
2021.09.02	1.26207	1.26380	1.25479	1.25529	52918	0	0
2021.09.03	1.25518	1.25590	1.24929	1.25284	64880	0	0
2021.09.06	1.25249	1.25591	1.25129	1.25286	40375	0	0
2021.09.07	1.25286	1.26556	1.25194	1.26480	68639	0	0
2021.09.08	1.26475	1.27614	1.26256	1.26902	78631	0	0
2021.09.09	1.26899	1.27274	1.26225	1.26615	75506	0	0
2021.09.10	1.26615	1.26904	1.25822	1.26889	59289	0	0
2021.09.13	1.26810	1.26949	1.26377	1.26449	54201	0	0
2021.09.14	1.26467	1.26981	1.26009	1.26941	65460	0	0
2021.09.15	1.26939	1.27083	1.26221	1.26246	62574	0	0
2021.09.16	1.26247	1.26995	1.26161	1.26807	63418	0	0
2021.09.17	1.26796	1.27714	1.26365	1.27695	67002	0	0
2021.09.20	1.27552	1.28957	1.27328	1.28191	87232	0	0
2021.09.21	1.28189	1.28482	1.27426	1.28193	82870	0	0
2021.09.22	1.28128	1.28262	1.26978	1.27719	83505	0	0
2021.09.23	1.27719	1.27958	1.26331	1.26549	75913	0	0
2021.09.24	1.26547	1.27303	1.26403	1.26554	60601	0	0
2021.09.27	1.26447	1.26724	1.26101	1.26281	63566	0	0
2021.09.28	1.26277	1.27072	1.25933	1.26849	96873	0	0
2021.09.29	1.26849	1.27745	1.26680	1.27492	88379	0	0
2021.09.30	1.27511	1.27626	1.26295	1.26752	96679	0	0
2021.10.01	1.26748	1.27386	1.26277	1.26388	85783	0	0
2021.10.04	1.26391	1.26544	1.25573	1.25888	87668	0	0
2021.10.05	1.25887	1.26297	1.25458	1.25774	70588	0	0
2021.10.06	1.25802	1.26478	1.25672	1.25885	95377	0	0
2021.10.07	1.25885	1.25991	1.25403	1.25476	60415	0	0
2021.10.08	1.25461	1.25619	1.24513	1.24743	74883	0	0
2021.10.11	1.24747	1.24911	1.24460	1.24811	56373	0	0
2021.10.12	1.24810	1.24981	1.24340	1.24664	64605	0	0
2021.10.13	1.24668	1.24786	1.24300	1.24417	55738	0	0
2021.10.14	1.24405	1.24449	1.23544	1.23701	45725	0	0
2021.10.15	1.23697	1.23971	1.23363	1.23613	53758	0	0
2021.10.18	1.23553	1.24095	1.23478	1.23779	47133	0	0
2021.10.19	1.23774	1.23824	1.23109	1.23510	48958	0	0
2021.10.20	1.23512	1.23674	1.23071	1.23172	48500	0	0
2021.10.21	1.23169	1.23835	1.22883	1.23665	53068	0	0
2021.10.22	1.23665	1.23895	1.23206	1.23679	61192	0	0
2021.10.25	1.23627	1.24000	1.23383	1.23806	49117	0	0
2021.10.26	1.23804	1.23961	1.23501	1.23888	44633	0	0
2021.10.27	1.23885	1.24313	1.22996	1.23481	60764	0	0
2021.10.28	1.23474	1.23822	1.23296	1.23444	62621	0	0
2021.10.29	1.23442	1.24079	1.23274	1.23830	66601	0	0
2021.11.01	1.23796	1.24034	1.23513	1.23672	46640	0	0
2021.11.02	1.23656	1.24244	1.23616	1.24094	47436	0	0
2021.11.03	1.24101	1.24575	1.23806	1.23904	59910	0	0
2021.11.04	1.23904	1.24716	1.23771	1.24535	54758	0	0
2021.11.05	1.24549	1.24794	1.24358	1.24556	52303	0	0
2021.11.08	1.24480	1.24656	1.24356	1.24416	41733	0	0
2021.11.09	1.24397	1.24857	1.24282	1.24359	53434	0	0
2021.11.10	1.24358	1.25035	1.23869	1.24859	69549	0	0
2021.11.11	1.24866	1.25964	1.24714	1.25718	57736	0	0
2021.11.12	1.25707	1.26045	1.25409	1.25489	45812	0	0
2021.11.15	1.25417	1.25558	1.25012	1.25115	43001	0	0
2021.11.16	1.25109	1.25682	1.24925	1.25533	51668	0	0
2021.11.17	1.25531	1.26226	1.25399	1.26109	56402	0	0
2021.11.18	1.26104	1.26469	1.25926	1.25986	51952	0	0
2021.11.19	1.25985	1.26620	1.25844	1.26437	62235	0	0
2021.11.22	1.26398	1.27050	1.26278	1.26990	61105	0	0
2021.11.23	1.26990	1.27446	1.26597	1.26685	78320	0	0
2021.11.24	1.26651	1.27098	1.26503	1.26620	71832	0	0
2021.11.25	1.26572	1.26770	1.26403	1.26467	33621	0	0
2021.11.26	1.26414	1.27996	1.26413	1.27870	100262	0	0
2021.11.29	1.27451	1.27930	1.27202	1.27377	86016	0	0
2021.11.30	1.27379	1.28368	1.27300	1.27787	115035	0	0
2021.12.01	1.27784	1.28297	1.27128	1.28182	97357	0	0
2021.12.02	1.28182	1.28374	1.27780	1.28048	97953	0	0
2021.12.03	1.28031	1.28541	1.27435	1.28493	92546	0	0
2021.12.06	1.28273	1.28427	1.27532	1.27545	70083	0	0
2021.12.07	1.27542	1.27670	1.26348	1.26387	59740	0	0
2021.12.08	1.26387	1.26663	1.26047	1.26499	78195	0	0
2021.12.09	1.26486	1.27216	1.26456	1.27134	64688	0	0
2021.12.10	1.27137	1.27393	1.26789	1.27241	62969	0	0
2021.12.13	1.27259	1.28211	1.27055	1.28053	67603	0	0
2021.12.14	1.28055	1.28648	1.27970	1.28610	66773	0	0
2021.12.15	1.28610	1.29367	1.28285	1.28321	86940	0	0
2021.12.16	1.28306	1.28573	1.27630	1.27736	92975	0	0
2021.12.17	1.27729	1.29010	1.27708	1.28952	87746	0	0
2021.12.20	1.28868	1.29634	1.28722	1.29382	94777	0	0
2021.12.21	1.29366	1.29461	1.29116	1.29126	66926	0	0
2021.12.22	1.29121	1.29239	1.28321	1.28351	57428	0	0
2021.12.23	1.28351	1.28532	1.27977	1.28055	48469	0	0
2021.12.24	1.28059	1.28344	1.27851	1.28074	154939	0	0
2021.12.27	1.28039	1.28472	1.27783	1.27843	35379	0	0
2021.12.28	1.27843	1.28315	1.27734	1.28154	35390	0	0
2021.12.29	1.28152	1.28346	1.27876	1.27902	43553	0	0
2021.12.30	1.27904	1.28125	1.27337	1.27374	41182	0	0
2021.12.31	1.27366	1.27504	1.26204	1.26425	51902	0	0
2022.01.03	1.26343	1.27786	1.26278	1.27435	55694	0	0
2022.01.04	1.27435	1.27657	1.26669	1.27057	54886	0	0
2022.01.05	1.27057	1.27660	1.26911	1.27558	61892	0	0
2022.01.06	1.27557	1.28136	1.27064	1.27248	82325	0	0
2022.01.07	1.27250	1.27308	1.26318	1.26434	68804	0	0
2022.01.10	1.26455	1.26974	1.26100	1.26739	81037	0	0
2022.01.11	1.26724	1.26761	1.25668	1.25720	79531	0	0
2022.01.12	1.25712	1.25796	1.24953	1.25058	73151	0	0
2022.01.13	1.25047	1.25209	1.24530	1.25200	71247	0	0
2022.01.14	1.25190	1.25702	1.24704	1.25447	90819	0	0
2022.01.17	1.25302	1.25571	1.24999	1.25148	50555	0	0
2022.01.18	1.25148	1.25633	1.24858	1.25125	102447	0	0
2022.01.19	1.25125	1.25244	1.24496	1.25146	102471	0	0
2022.01.20	1.25127	1.25161	1.24530	1.25025	96647	0	0
2022.01.21	1.25025	1.25872	1.24983	1.25848	121604	0	0
2022.01.24	1.25779	1.27016	1.25541	1.26345	139097	0	0
2022.01.25	1.26339	1.26690	1.25971	1.26263	137007	0	0
2022.01.26	1.26248	1.26880	1.25592	1.26646	136487	0	0
2022.01.27	1.26646	1.27475	1.26500	1.27401	160544	0	0
2022.01.28	1.27381	1.27966	1.27124	1.27658	145125	0	0
2022.01.31	1.27666	1.27768	1.26816	1.27068	104102	0	0
2022.02.01	1.27072	1.27265	1.26551	1.26840	100028	0	0
2022.02.02	1.26834	1.27058	1.26500	1.26621	88576	0	0
2022.02.03	1.26606	1.27153	1.26577	1.26765	106421	0	0
2022.02.04	1.26754	1.27874	1.26626	1.27608	111348	0	0
2022.02.07	1.27458	1.27562	1.26575	1.26659	94169	0	0
2022.02.08	1.26650	1.27211	1.26571	1.27034	73347	0	0
2022.02.09	1.27021	1.27151	1.26651	1.26697	55812	0	0
2022.02.10	1.26697	1.27278	1.26358	1.27190	96810	0	0
2022.02.11	1.27188	1.27535	1.26689	1.27322	132027	0	0
2022.02.14	1.27296	1.27837	1.27196	1.27269	141091	0	0
2022.02.15	1.27264	1.27741	1.27008	1.27176	104908	0	0
2022.02.16	1.27174	1.27254	1.26636	1.26870	103740	0	0
2022.02.17	1.26870	1.27339	1.26743	1.27069	124187	0	0
2022.02.18	1.27025	1.27604	1.26733	1.27537	104705	0	0
2022.02.21	1.27446	1.27604	1.27213	1.27490	82318	0	0
2022.02.22	1.27509	1.27833	1.27186	1.27697	115786	0	0
2022.02.23	1.27704	1.27704	1.26813	1.27321	96351	0	0
2022.02.24	1.27301	1.28776	1.27260	1.28106	212763	0	0
2022.02.25	1.28096	1.28203	1.26949	1.26999	136773	0	0
2022.02.28	1.27670	1.28093	1.26594	1.26704	157144	0	0
2022.03.01	1.26696	1.27502	1.26534	1.27422	120510	0	0
2022.03.02	1.27420	1.27446	1.26279	1.26306	128203	0	0
2022.03.03	1.26304	1.26926	1.25869	1.26803	110884	0	0
2022.03.04	1.26791	1.27920	1.26695	1.27352	140433	0	0
2022.03.07	1.27254	1.28203	1.26851	1.28203	161041	0	0
2022.03.08	1.28194	1.29006	1.27958	1.28834	165671	0	0
2022.03.09	1.28842	1.28938	1.28033	1.28041	130241	0	0
2022.03.10	1.28036	1.28414	1.27503	1.27669	116534	0	0
2022.03.11	1.27672	1.27936	1.26937	1.27488	117427	0	0
2022.03.14	1.27308	1.28265	1.27290	1.28237	107597	0	0
2022.03.15	1.28238	1.28710	1.27613	1.27645	110919	0	0
2022.03.16	1.27641	1.27779	1.26744	1.26768	117705	0	0
2022.03.17	1.26745	1.26985	1.26127	1.26267	94329	0	0
2022.03.18	1.26261	1.26469	1.25888	1.26037	76209	0	0
2022.03.21	1.25958	1.26217	1.25649	1.25924	79964	0	0
2022.03.22	1.25922	1.26238	1.25670	1.25681	75314	0	0
2022.03.23	1.25666	1.26053	1.25418	1.25602	68836	0	0
2022.03.24	1.25602	1.25860	1.25097	1.25254	78893	0	0
2022.03.25	1.25263	1.25528	1.24652	1.24759	72671	0	0
2022.03.28	1.24847	1.25926	1.24731	1.25175	85564	0	0
2022.03.29	1.25174	1.25299	1.24695	1.24913	78811	0	0
2022.03.30	1.24905	1.25082	1.24293	1.24796	75018	0	0
2022.03.31	1.24796	1.25329	1.24637	1.24973	77224	0	0
2022.04.01	1.24967	1.25394	1.24803	1.25154	65734	0	0
2022.04.04	1.25149	1.25282	1.24679	1.24765	51770	0	0
2022.04.05	1.24751	1.24979	1.24026	1.24855	66967	0	0
2022.04.06	1.24849	1.25584	1.24786	1.25429	84956	0	0
2022.04.07	1.25429	1.26115	1.25213	1.25897	83835	0	0
2022.04.08	1.25880	1.26189	1.25642	1.25737	68120	0	0
2022.04.11	1.25623	1.26405	1.25618	1.26279	68947	0	0
2022.04.12	1.26316	1.26615	1.25811	1.26411	81779	0	0
2022.04.13	1.26421	1.26760	1.25548	1.25635	74568	0	0
2022.04.14	1.25629	1.26417	1.25210	1.25835	74883	0	0
2022.04.15	1.25833	1.26196	1.25825	1.26099	70943	0	0
2022.04.18	1.26069	1.26437	1.26031	1.26137	51400	0	0
2022.04.19	1.26120	1.26469	1.25679	1.26101	77346	0	0
2022.04.20	1.26081	1.26242	1.24719	1.24949	84513	0	0
2022.04.21	1.24941	1.25901	1.24582	1.25787	84500	0	0
2022.04.22	1.25791	1.27258	1.25669	1.27135	93168	0	0
2022.04.25	1.27199	1.27768	1.26942	1.27335	110673	0	0
2022.04.26	1.27333	1.28275	1.26839	1.28245	96091	0	0
2022.04.27	1.28235	1.28537	1.27774	1.28171	106839	0	0
2022.04.28	1.28171	1.28792	1.27907	1.27955	101310	0	0
2022.04.29	1.27964	1.28602	1.27183	1.28550	99199	0	0
2022.05.02	1.28326	1.29136	1.28249	1.28756	103775	0	0
2022.05.03	1.28756	1.28936	1.28250	1.28363	105853	0	0
2022.05.04	1.28364	1.28531	1.27296	1.27497	108680	0	0
2022.05.05	1.27296	1.28678	1.27129	1.28332	130950	0	0
2022.05.06	1.28329	1.29123	1.28130	1.29060	147653	0	0
2022.05.09	1.28992	1.30153	1.28992	1.30088	134071	0	0
2022.05.10	1.30078	1.30521	1.29613	1.30189	144761	0	0
2022.05.11	1.30164	1.30391	1.29206	1.29885	148854	0	0
2022.05.12	1.29876	1.30766	1.29762	1.30419	169950	0	0
2022.05.13	1.30391	1.30477	1.29065	1.29079	108251	0	0
2022.05.16	1.29155	1.29810	1.28360	1.28438	122707	0	0
2022.05.17	1.28398	1.28583	1.28061	1.28099	110890	0	0
2022.05.18	1.28073	1.28954	1.27947	1.28866	118173	0	0
2022.05.19	1.28845	1.28926	1.27827	1.28239	168717	0	0
2022.05.20	1.28244	1.28680	1.27763	1.28330	138536	0	0
2022.05.23	1.28363	1.28402	1.27659	1.27664	100160	0	0
2022.05.24	1.27664	1.28726	1.27612	1.28176	127408	0	0
2022.05.25	1.28174	1.28842	1.28023	1.28141	130847	0	0
2022.05.26	1.28118	1.28484	1.27678	1.27707	113542	0	0
2022.05.27	1.27698	1.27831	1.27173	1.27202	102781	0	0
2022.05.30	1.27211	1.27291	1.26501	1.26559	67149	0	0
2022.05.31	1.26552	1.26866	1.26289	1.26429	133301	0	0
2022.06.01	1.26406	1.26765	1.26033	1.26561	125865	0	0
2022.06.02	1.26558	1.26859	1.25639	1.25697	108819	0	0
2022.06.03	1.25676	1.25953	1.25509	1.25937	107013	0	0
2022.06.06	1.25892	1.26011	1.25348	1.25782	102033	0	0
2022.06.07	1.25760	1.26183	1.25234	1.25284	116175	0	0
2022.06.08	1.25262	1.25651	1.25175	1.25582	110270	0	0
2022.06.09	1.25581	1.27052	1.25477	1.26978	122720	0	0
2022.06.10	1.26962	1.28124	1.26809	1.27820	132980	0	0
2022.06.13	1.27764	1.28998	1.27711	1.28977	170895	0	0
2022.06.14	1.28977	1.29748	1.28656	1.29440	176305	0	0
2022.06.15	1.29446	1.29956	1.28620	1.28906	177231	0	0
2022.06.16	1.28886	1.29702	1.28606	1.29466	185458	0	0
2022.06.17	1.29456	1.30788	1.29384	1.30263	168480	0	0
2022.06.20	1.30177	1.30354	1.29781	1.29781	100274	0	0
2022.06.21	1.29766	1.29857	1.29054	1.29188	114028	0	0
2022.06.22	1.29189	1.29964	1.29118	1.29459	129927	0	0
2022.06.23	1.29458	1.30174	1.29361	1.29891	149832	0	0
2022.06.24	1.29877	1.29994	1.28896	1.28936	116262	0	0
2022.06.27	1.28898	1.29165	1.28640	1.28739	130226	0	0
2022.06.28	1.28718	1.28944	1.28187	1.28647	136203	0	0
2022.06.29	1.28652	1.28999	1.28434	1.28922	146912	0	0
2022.06.30	1.28922	1.29336	1.28611	1.28722	125830	0	0
2022.07.01	1.28720	1.29663	1.28666	1.28840	97961	0	0
2022.07.04	1.28767	1.29027	1.28371	1.28584	60764	0	0
2022.07.05	1.28560	1.30836	1.28434	1.30302	128962	0	0
2022.07.06	1.30303	1.30780	1.30118	1.30374	145805	0	0
2022.07.07	1.30390	1.30557	1.29631	1.29643	100056	0	0
2022.07.08	1.29618	1.30351	1.29362	1.29367	114033	0	0
2022.07.11	1.29474	1.30514	1.29401	1.30055	99441	0	0
2022.07.12	1.30056	1.30503	1.29843	1.30213	119257	0	0
2022.07.13	1.30211	1.30601	1.29362	1.29584	137856	0	0
2022.07.14	1.29575	1.32235	1.29575	1.31167	155054	0	0
2022.07.15	1.31161	1.31356	1.30130	1.30274	118529	0	0
2022.07.18	1.30158	1.30250	1.28985	1.29555	105361	0	0
2022.07.19	1.29671	1.29893	1.28675	1.28696	112961	0	0
2022.07.20	1.28696	1.29066	1.28548	1.28816	109169	0	0
2022.07.21	1.28800	1.29369	1.28595	1.28664	132135	0	0
2022.07.22	1.28646	1.29277	1.28222	1.29144	101335	0	0
2022.07.25	1.29149	1.29465	1.28344	1.28405	96350	0	0
2022.07.26	1.28405	1.29008	1.28153	1.28837	88726	0	0
2022.07.27	1.28837	1.29110	1.28079	1.28173	100206	0	0
2022.07.28	1.28220	1.28692	1.27948	1.28057	102428	0	0
2022.07.29	1.28057	1.28544	1.27883	1.27979	102001	0	0
2022.08.01	1.28046	1.28557	1.27671	1.28396	82026	0	0
2022.08.02	1.28396	1.28865	1.28335	1.28794	119056	0	0
2022.08.03	1.28803	1.28912	1.28320	1.28401	89395	0	0
2022.08.04	1.28379	1.28758	1.28176	1.28630	88031	0	0
2022.08.05	1.28624	1.29847	1.28554	1.29360	96175	0	0
2022.08.08	1.29257	1.29498	1.28384	1.28458	75332	0	0
2022.08.09	1.28447	1.29001	1.28390	1.28830	69627	0	0
2022.08.10	1.28824	1.28951	1.27508	1.27684	84415	0	0
2022.08.11	1.27689	1.27915	1.27274	1.27615	88694	0	0
2022.08.12	1.27615	1.28026	1.27391	1.27718	76028	0	0
2022.08.15	1.27668	1.29336	1.27645	1.29024	68089	0	0
2022.08.16	1.29021	1.29284	1.28306	1.28392	71573	0	0
2022.08.17	1.28384	1.29363	1.28271	1.29092	79947	0	0
2022.08.18	1.29015	1.29666	1.28803	1.29473	81593	0	0
2022.08.19	1.29472	1.30087	1.29396	1.29928	61812	0	0
2022.08.22	1.29797	1.30608	1.29711	1.30547	70462	0	0
2022.08.23	1.30549	1.30628	1.29331	1.29489	80630	0	0
2022.08.24	1.29417	1.30183	1.29349	1.29635	73476	0	0
2022.08.25	1.29626	1.29755	1.28948	1.29231	74919	0	0
2022.08.26	1.29232	1.30431	1.29045	1.30413	66535	0	0
2022.08.29	1.30297	1.30754	1.29903	1.30018	87689	0	0
2022.08.30	1.30029	1.31078	1.29717	1.30910	91996	0	0
2022.08.31	1.30914	1.31405	1.30628	1.31213	117455	0	0
2022.09.01	1.31236	1.32075	1.31144	1.31540	116139	0	0
2022.09.02	1.31542	1.31694	1.30748	1.31254	107503	0	0
2022.09.05	1.31247	1.31732	1.31211	1.31335	67936	0	0
2022.09.06	1.31344	1.31700	1.30960	1.31501	110074	0	0
2022.09.07	1.31495	1.32085	1.31103	1.31129	104865	0	0
2022.09.08	1.31155	1.31589	1.30768	1.30865	115095	0	0
2022.09.09	1.30869	1.30934	1.29813	1.30208	105815	0	0
2022.09.12	1.30375	1.30444	1.29634	1.29851	87920	0	0
2022.09.13	1.29860	1.31746	1.29535	1.31710	187364	0	0
2022.09.14	1.31490	1.32058	1.31388	1.31669	201398	0	0
2022.09.15	1.31640	1.32399	1.31530	1.32263	185734	0	0
2022.09.16	1.32269	1.33074	1.32264	1.32701	199335	0	0
2022.09.19	1.32612	1.33440	1.32449	1.32527	179615	0	0
2022.09.20	1.32474	1.33746	1.32269	1.33597	176564	0	0
2022.09.21	1.33604	1.34673	1.33571	1.34592	241567	0	0
2022.09.22	1.34523	1.35445	1.34086	1.34840	288838	0	0
2022.09.23	1.34868	1.36123	1.34676	1.35690	242813	0	0
2022.09.26	1.35940	1.38077	1.35582	1.37285	542992	0	0
2022.09.27	1.37275	1.37752	1.36381	1.37238	403028	0	0
2022.09.28	1.37192	1.38326	1.36023	1.36182	347842	0	0
2022.09.29	1.36060	1.37554	1.35965	1.36929	343099	0	0
2022.09.30	1.36753	1.38356	1.36578	1.38150	314951	0	0
2022.10.03	1.38090	1.38193	1.36200	1.36265	308606	0	0
2022.10.04	1.36213	1.36640	1.35025	1.35076	297467	0	0
2022.10.05	1.35099	1.36953	1.35033	1.36168	299694	0	0
2022.10.06	1.36158	1.37550	1.35642	1.37447	316254	0	0
2022.10.07	1.37472	1.37603	1.36754	1.37309	286394	0	0
2022.10.10	1.37247	1.37816	1.37026	1.37786	279802	0	0
2022.10.11	1.37741	1.38550	1.37144	1.37952	154477	0	0
2022.10.12	1.37950	1.38304	1.37597	1.38136	143921	0	0
2022.10.13	1.38095	1.39774	1.37065	1.37417	148153	0	0
2022.10.14	1.37350	1.38979	1.37035	1.38804	163726	0	0
2022.10.17	1.38687	1.38790	1.36983	1.37152	121418	0	0
2022.10.18	1.37034	1.38107	1.36569	1.37335	129736	0	0
2022.10.19	1.37330	1.38093	1.37178	1.37604	115369	0	0
2022.10.20	1.37596	1.38063	1.36507	1.37636	133879	0	0
2022.10.21	1.37642	1.38544	1.36291	1.36458	158427	0	0
2022.10.24	1.36297	1.37740	1.36058	1.37044	165013	0	0
2022.10.25	1.37103	1.37474	1.36008	1.36074	114082	0	0
2022.10.26	1.36077	1.36504	1.35074	1.35465	133974	0	0
2022.10.27	1.35492	1.36260	1.34953	1.35642	142018	0	0
2022.10.28	1.35619	1.36343	1.35249	1.36054	119749	0	0
2022.10.31	1.35921	1.36849	1.35904	1.36241	92615	0	0
2022.11.01	1.36217	1.36683	1.35299	1.36301	106897	0	0
2022.11.02	1.36270	1.37137	1.35480	1.37107	107818	0	0
2022.11.03	1.37090	1.38079	1.36822	1.37452	118113	0	0
2022.11.04	1.37274	1.37511	1.34686	1.34807	131262	0	0
2022.11.07	1.35247	1.35531	1.34648	1.34908	113839	0	0
2022.11.08	1.34903	1.35264	1.33870	1.34328	100990	0	0
2022.11.09	1.34329	1.35414	1.34103	1.35313	131900	0	0
2022.11.10	1.35311	1.35707	1.33245	1.33246	131273	0	0
2022.11.11	1.33262	1.33604	1.32359	1.32557	137280	0	0
2022.11.14	1.32567	1.33131	1.32387	1.33126	116597	0	0
2022.11.15	1.33102	1.33361	1.32256	1.32838	157440	0	0
2022.11.16	1.32838	1.33465	1.32278	1.33265	138074	0	0
2022.11.17	1.33265	1.34009	1.33046	1.33242	112742	0	0
2022.11.18	1.33248	1.34088	1.32999	1.33863	90458	0	0
2022.11.21	1.33653	1.34947	1.33650	1.34314	89175	0	0
2022.11.22	1.34380	1.34550	1.33650	1.33717	77525	0	0
2022.11.23	1.33713	1.34399	1.33443	1.33528	90660	0	0
2022.11.24	1.33476	1.33618	1.33161	1.33346	52610	0	0
2022.11.25	1.33346	1.33983	1.33168	1.33761	67672	0	0
2022.11.28	1.33770	1.35044	1.33770	1.34956	95220	0	0
2022.11.29	1.34958	1.36454	1.34083	1.35789	100984	0	0
2022.11.30	1.35781	1.35936	1.34058	1.34094	113680	0	0
2022.12.01	1.34091	1.34707	1.33946	1.34322	119237	0	0
2022.12.02	1.34323	1.35208	1.34155	1.34633	114875	0	0
2022.12.05	1.34562	1.36049	1.33849	1.35856	102726	0	0
2022.12.06	1.35886	1.36753	1.35702	1.36509	99213	0	0
2022.12.07	1.36428	1.36997	1.35887	1.36529	111055	0	0
2022.12.08	1.36457	1.36889	1.35608	1.35941	95684	0	0
2022.12.09	1.35940	1.36911	1.35687	1.36470	99931	0	0
2022.12.12	1.36277	1.36832	1.36184	1.36327	87557	0	0
2022.12.13	1.36367	1.36436	1.35214	1.35444	136772	0	0
2022.12.14	1.35439	1.36122	1.35183	1.35457	132184	0	0
2022.12.15	1.35450	1.36739	1.35337	1.36502	116764	0	0
2022.12.16	1.36499	1.37047	1.36171	1.36955	105335	0	0
2022.12.19	1.36743	1.36946	1.36228	1.36423	97200	0	0
2022.12.20	1.36413	1.37035	1.35796	1.35961	142732	0	0
2022.12.21	1.35957	1.36376	1.35884	1.36089	109901	0	0
2022.12.22	1.36054	1.36844	1.35704	1.36482	102443	0	0
2022.12.23	1.36479	1.36579	1.35625	1.35921	94468	0	0
2022.12.26	1.35959	1.36109	1.35835	1.35957	12541	0	0
2022.12.27	1.35738	1.35806	1.34838	1.35223	76879	0	0
2022.12.28	1.35222	1.36105	1.34855	1.35979	89567	0	0
2022.12.29	1.35981	1.36083	1.35379	1.35472	82371	0	0
2022.12.30	1.35494	1.35812	1.35137	1.35510	94092	0	0
2023.01.02	1.35446	1.35835	1.35244	1.35617	49782	0	0
2023.01.03	1.35624	1.36848	1.35224	1.36610	117095	0	0
2023.01.04	1.36607	1.36799	1.34750	1.34777	128375	0	0
2023.01.05	1.34771	1.35953	1.34700	1.35682	125974	0	0
2023.01.06	1.35706	1.36642	1.34331	1.34438	122591	0	0
2023.01.09	1.34349	1.34441	1.33567	1.33871	114316	0	0
2023.01.10	1.33822	1.34450	1.33758	1.34247	109665	0	0
2023.01.11	1.34247	1.34449	1.34040	1.34235	86310	0	0
2023.01.12	1.34208	1.34581	1.33451	1.33560	121805	0	0
2023.01.13	1.33561	1.34391	1.33213	1.33932	101875	0	0
2023.01.16	1.33814	1.34177	1.33525	1.34069	67694	0	0
2023.01.17	1.34024	1.34367	1.33688	1.33861	99105	0	0
2023.01.18	1.33856	1.35001	1.33504	1.34918	114994	0	0
2023.01.19	1.34877	1.35203	1.34462	1.34558	88038	0	0
2023.01.20	1.34556	1.34972	1.33732	1.33806	77133	0	0
2023.01.23	1.33770	1.34172	1.33417	1.33671	75811	0	0
2023.01.24	1.33657	1.34131	1.33458	1.33685	74880	0	0
2023.01.25	1.33682	1.34282	1.33395	1.33906	85255	0	0
2023.01.26	1.33782	1.34076	1.33030	1.33214	76525	0	0
2023.01.27	1.33214	1.33464	1.33000	1.33088	62345	0	0
2023.01.30	1.33112	1.33890	1.32991	1.33867	74868	0	0
2023.01.31	1.33867	1.34714	1.32987	1.33036	74709	0	0
2023.02.01	1.33042	1.33797	1.32661	1.32897	94814	0	0
2023.02.02	1.32850	1.33469	1.32618	1.33150	103314	0	0
2023.02.03	1.33141	1.34264	1.33117	1.34040	96795	0	0
